areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate
E12000002,North West,region,23/08/2020,122,9,,
E12000002,North West,region,22/08/2020,178,3,,
E12000002,North West,region,21/08/2020,214,4,,
E12000002,North West,region,20/08/2020,230,1,,
E12000002,North West,region,19/08/2020,265,1,,
E12000002,North West,region,18/08/2020,198,2,,
E12000002,North West,region,17/08/2020,286,3,,
E12000002,North West,region,16/08/2020,118,1,,
E12000002,North West,region,15/08/2020,160,7,,
E12000002,North West,region,14/08/2020,236,1,,
E12000002,North West,region,13/08/2020,237,2,,
E12000002,North West,region,12/08/2020,282,2,,
E12000002,North West,region,11/08/2020,323,3,,
E12000002,North West,region,10/08/2020,365,2,,
E12000002,North West,region,09/08/2020,161,4,,
E12000002,North West,region,08/08/2020,219,6,,
E12000002,North West,region,07/08/2020,244,3,,
E12000002,North West,region,06/08/2020,285,3,,
E12000002,North West,region,05/08/2020,264,1,,
E12000002,North West,region,04/08/2020,295,2,,
E12000002,North West,region,03/08/2020,307,10,,
E12000002,North West,region,02/08/2020,166,2,,
E12000002,North West,region,01/08/2020,159,1,,
E12000002,North West,region,31/07/2020,187,1,,
E12000002,North West,region,30/07/2020,228,4,,
E12000002,North West,region,29/07/2020,290,4,,
E12000002,North West,region,28/07/2020,205,2,,
E12000002,North West,region,27/07/2020,193,2,,
E12000002,North West,region,26/07/2020,159,3,,
E12000002,North West,region,25/07/2020,139,3,,
E12000002,North West,region,24/07/2020,159,1,,
E12000002,North West,region,23/07/2020,184,3,,
E12000002,North West,region,22/07/2020,212,6,,
E12000002,North West,region,21/07/2020,155,4,,
E12000002,North West,region,20/07/2020,168,2,,
E12000002,North West,region,19/07/2020,92,2,,
E12000002,North West,region,18/07/2020,107,4,,
E12000002,North West,region,17/07/2020,108,4,,
E12000002,North West,region,16/07/2020,149,2,,
E12000002,North West,region,15/07/2020,146,5,,
E12000002,North West,region,14/07/2020,110,6,,
E12000002,North West,region,13/07/2020,105,5,,
E12000002,North West,region,12/07/2020,54,2,,
E12000002,North West,region,11/07/2020,81,5,,
E12000002,North West,region,10/07/2020,87,5,,
E12000002,North West,region,09/07/2020,131,7,,
E12000002,North West,region,08/07/2020,118,4,,
E12000002,North West,region,07/07/2020,96,5,,
E12000002,North West,region,06/07/2020,142,11,,
E12000002,North West,region,05/07/2020,115,5,,
E12000002,North West,region,04/07/2020,72,4,,
E12000002,North West,region,03/07/2020,96,7,,
E12000002,North West,region,02/07/2020,96,5,,
E12000002,North West,region,01/07/2020,113,4,,
E12000002,North West,region,30/06/2020,105,9,,
E12000002,North West,region,29/06/2020,124,10,,
E12000002,North West,region,28/06/2020,95,11,,
E12000002,North West,region,27/06/2020,94,9,,
E12000002,North West,region,26/06/2020,103,7,,
E12000002,North West,region,25/06/2020,128,15,,
E12000002,North West,region,24/06/2020,163,14,,
E12000002,North West,region,23/06/2020,130,21,,
E12000002,North West,region,22/06/2020,158,10,,
E12000002,North West,region,21/06/2020,99,7,,
E12000002,North West,region,20/06/2020,117,11,,
E12000002,North West,region,19/06/2020,164,8,,
E12000002,North West,region,18/06/2020,178,14,,
E12000002,North West,region,17/06/2020,185,14,,
E12000002,North West,region,16/06/2020,215,19,,
E12000002,North West,region,15/06/2020,167,15,,
E12000002,North West,region,14/06/2020,148,15,,
E12000002,North West,region,13/06/2020,128,13,,
E12000002,North West,region,12/06/2020,170,17,,
E12000002,North West,region,11/06/2020,175,16,,
E12000002,North West,region,10/06/2020,225,18,,
E12000002,North West,region,09/06/2020,219,18,,
E12000002,North West,region,08/06/2020,166,28,,
E12000002,North West,region,07/06/2020,130,27,,
E12000002,North West,region,06/06/2020,131,29,,
E12000002,North West,region,05/06/2020,206,24,,
E12000002,North West,region,04/06/2020,240,30,,
E12000002,North West,region,03/06/2020,256,29,,
E12000002,North West,region,02/06/2020,289,26,,
E12000002,North West,region,01/06/2020,266,23,,
E12000002,North West,region,31/05/2020,234,18,,
E12000002,North West,region,30/05/2020,217,28,,
E12000002,North West,region,29/05/2020,304,27,,
E12000002,North West,region,28/05/2020,329,40,,
E12000002,North West,region,27/05/2020,295,33,,
E12000002,North West,region,26/05/2020,311,31,,
E12000002,North West,region,25/05/2020,271,35,,
E12000002,North West,region,24/05/2020,263,36,,
E12000002,North West,region,23/05/2020,289,40,,
E12000002,North West,region,22/05/2020,377,29,,
E12000002,North West,region,21/05/2020,427,42,,
E12000002,North West,region,20/05/2020,499,34,,
E12000002,North West,region,19/05/2020,586,51,,
E12000002,North West,region,18/05/2020,411,37,,
E12000002,North West,region,17/05/2020,297,37,,
E12000002,North West,region,16/05/2020,404,51,,
E12000002,North West,region,15/05/2020,394,59,,
E12000002,North West,region,14/05/2020,431,39,,
E12000002,North West,region,13/05/2020,528,36,,
E12000002,North West,region,12/05/2020,553,62,,
E12000002,North West,region,11/05/2020,526,52,,
E12000002,North West,region,10/05/2020,348,71,,
E12000002,North West,region,09/05/2020,346,48,,
E12000002,North West,region,08/05/2020,484,68,,
E12000002,North West,region,07/05/2020,510,76,,
E12000002,North West,region,06/05/2020,582,67,,
E12000002,North West,region,05/05/2020,575,62,,
E12000002,North West,region,04/05/2020,422,76,,
E12000002,North West,region,03/05/2020,492,77,,
E12000002,North West,region,02/05/2020,411,78,,
E12000002,North West,region,01/05/2020,730,73,,
E12000002,North West,region,30/04/2020,777,91,,
E12000002,North West,region,29/04/2020,794,86,,
E12000002,North West,region,28/04/2020,710,82,,
E12000002,North West,region,27/04/2020,621,89,,
E12000002,North West,region,26/04/2020,429,93,,
E12000002,North West,region,25/04/2020,553,93,,
E12000002,North West,region,24/04/2020,751,106,,
E12000002,North West,region,23/04/2020,862,112,,
E12000002,North West,region,22/04/2020,920,127,,
E12000002,North West,region,21/04/2020,701,107,,
E12000002,North West,region,20/04/2020,674,105,,
E12000002,North West,region,19/04/2020,613,94,,
E12000002,North West,region,18/04/2020,862,134,,
E12000002,North West,region,17/04/2020,583,117,,
E12000002,North West,region,16/04/2020,782,166,,
E12000002,North West,region,15/04/2020,697,128,,
E12000002,North West,region,14/04/2020,634,152,,
E12000002,North West,region,13/04/2020,610,145,,
E12000002,North West,region,12/04/2020,491,153,,
E12000002,North West,region,11/04/2020,611,154,,
E12000002,North West,region,10/04/2020,603,141,,
E12000002,North West,region,09/04/2020,805,132,,
E12000002,North West,region,08/04/2020,853,137,,
E12000002,North West,region,07/04/2020,791,160,,
E12000002,North West,region,06/04/2020,876,108,,
E12000002,North West,region,05/04/2020,625,120,,
E12000002,North West,region,04/04/2020,606,101,,
E12000002,North West,region,03/04/2020,683,112,,
E12000002,North West,region,02/04/2020,679,113,,
E12000002,North West,region,01/04/2020,621,97,,
E12000002,North West,region,31/03/2020,556,62,,
E12000002,North West,region,30/03/2020,503,72,,
E12000002,North West,region,29/03/2020,359,49,,
E12000002,North West,region,28/03/2020,322,38,,
E12000002,North West,region,27/03/2020,332,41,,
E12000002,North West,region,26/03/2020,357,31,,
E12000002,North West,region,25/03/2020,254,23,,
E12000002,North West,region,24/03/2020,249,22,,
E12000002,North West,region,23/03/2020,175,21,,
E12000002,North West,region,22/03/2020,117,12,,
E12000002,North West,region,21/03/2020,113,13,,
E12000002,North West,region,20/03/2020,83,9,,
E12000002,North West,region,19/03/2020,98,10,,
E12000002,North West,region,18/03/2020,84,7,,
E12000002,North West,region,17/03/2020,55,4,,
E12000002,North West,region,16/03/2020,55,2,,
E12000002,North West,region,15/03/2020,23,4,,
E12000002,North West,region,14/03/2020,25,2,,
E12000002,North West,region,13/03/2020,42,3,,
E12000002,North West,region,12/03/2020,40,0,,
E12000002,North West,region,11/03/2020,17,1,,
E12000002,North West,region,10/03/2020,15,0,,
E12000002,North West,region,09/03/2020,7,0,,
E12000002,North West,region,08/03/2020,5,1,,
E12000002,North West,region,07/03/2020,9,,,
E12000002,North West,region,06/03/2020,2,,,
E12000002,North West,region,05/03/2020,10,,,
E12000002,North West,region,04/03/2020,2,,,
E12000002,North West,region,03/03/2020,7,,,
E12000002,North West,region,02/03/2020,6,,,
E12000002,North West,region,01/03/2020,5,,,
E12000002,North West,region,29/02/2020,0,,,
E12000002,North West,region,28/02/2020,2,,,
E12000002,North West,region,27/02/2020,0,,,
E12000002,North West,region,26/02/2020,0,,,
E12000002,North West,region,25/02/2020,0,,,
E12000002,North West,region,24/02/2020,0,,,
E12000002,North West,region,23/02/2020,0,,,
E12000002,North West,region,22/02/2020,0,,,
E12000002,North West,region,21/02/2020,0,,,
E12000002,North West,region,20/02/2020,0,,,
E12000002,North West,region,19/02/2020,0,,,
E12000002,North West,region,18/02/2020,0,,,
E12000002,North West,region,17/02/2020,0,,,
E12000002,North West,region,16/02/2020,0,,,
E12000002,North West,region,15/02/2020,0,,,
E12000002,North West,region,14/02/2020,0,,,
E12000002,North West,region,13/02/2020,0,,,
E12000002,North West,region,12/02/2020,0,,,
E12000002,North West,region,11/02/2020,0,,,
E12000002,North West,region,10/02/2020,0,,,
E12000002,North West,region,09/02/2020,0,,,
E12000002,North West,region,08/02/2020,0,,,
E12000002,North West,region,07/02/2020,0,,,
E12000002,North West,region,06/02/2020,0,,,
E12000002,North West,region,05/02/2020,0,,,
E12000002,North West,region,04/02/2020,0,,,
E12000002,North West,region,03/02/2020,0,,,
E12000002,North West,region,02/02/2020,1,,,
E12000003,Yorkshire and The Humber,region,17/05/2023,63,,19,24
E12000003,Yorkshire and The Humber,region,16/05/2023,97,,10,20
E12000003,Yorkshire and The Humber,region,15/05/2023,100,0,9,12
E12000003,Yorkshire and The Humber,region,14/05/2023,74,7,5,7
E12000003,Yorkshire and The Humber,region,13/05/2023,74,1,14,30
E12000003,Yorkshire and The Humber,region,12/05/2023,98,3,14,16
E12000003,Yorkshire and The Humber,region,11/05/2023,117,4,7,18
E12000003,Yorkshire and The Humber,region,10/05/2023,123,2,19,22
E12000003,Yorkshire and The Humber,region,09/05/2023,129,3,14,19
E12000003,Yorkshire and The Humber,region,08/05/2023,117,8,0,1
E12000003,Yorkshire and The Humber,region,07/05/2023,107,6,4,11
E12000003,Yorkshire and The Humber,region,06/05/2023,72,3,14,18
E12000003,Yorkshire and The Humber,region,05/05/2023,108,6,12,25
E12000003,Yorkshire and The Humber,region,04/05/2023,130,7,28,26
E12000003,Yorkshire and The Humber,region,03/05/2023,139,8,18,36
E12000003,Yorkshire and The Humber,region,02/05/2023,173,9,20,33
E12000003,Yorkshire and The Humber,region,01/05/2023,135,7,1,1
E12000003,Yorkshire and The Humber,region,30/04/2023,119,9,8,8
E12000003,Yorkshire and The Humber,region,29/04/2023,130,5,17,24
E12000003,Yorkshire and The Humber,region,28/04/2023,120,7,5,13
E12000003,Yorkshire and The Humber,region,27/04/2023,143,8,22,26
E12000003,Yorkshire and The Humber,region,26/04/2023,143,5,13,23
E12000003,Yorkshire and The Humber,region,25/04/2023,131,6,11,21
E12000003,Yorkshire and The Humber,region,24/04/2023,170,2,12,16
E12000003,Yorkshire and The Humber,region,23/04/2023,142,7,5,5
E12000003,Yorkshire and The Humber,region,22/04/2023,103,14,16,36
E12000003,Yorkshire and The Humber,region,21/04/2023,126,11,18,21
E12000003,Yorkshire and The Humber,region,20/04/2023,145,5,36,43
E12000003,Yorkshire and The Humber,region,19/04/2023,157,8,18,33
E12000003,Yorkshire and The Humber,region,18/04/2023,189,12,13,17
E12000003,Yorkshire and The Humber,region,17/04/2023,205,13,16,26
E12000003,Yorkshire and The Humber,region,16/04/2023,200,13,4,4
E12000003,Yorkshire and The Humber,region,15/04/2023,125,8,2,0
E12000003,Yorkshire and The Humber,region,14/04/2023,155,8,6,8
E12000003,Yorkshire and The Humber,region,13/04/2023,174,9,5,9
E12000003,Yorkshire and The Humber,region,12/04/2023,221,6,10,11
E12000003,Yorkshire and The Humber,region,11/04/2023,248,7,15,11
E12000003,Yorkshire and The Humber,region,10/04/2023,245,15,2,0
E12000003,Yorkshire and The Humber,region,09/04/2023,188,18,1,0
E12000003,Yorkshire and The Humber,region,08/04/2023,168,14,12,23
E12000003,Yorkshire and The Humber,region,07/04/2023,159,13,4,5
E12000003,Yorkshire and The Humber,region,06/04/2023,234,10,12,13
E12000003,Yorkshire and The Humber,region,05/04/2023,227,6,19,22
E12000003,Yorkshire and The Humber,region,04/04/2023,226,15,9,11
E12000003,Yorkshire and The Humber,region,03/04/2023,261,15,12,16
E12000003,Yorkshire and The Humber,region,02/04/2023,217,8,5,1
E12000003,Yorkshire and The Humber,region,01/04/2023,226,7,20,17
E12000003,Yorkshire and The Humber,region,31/03/2023,250,14,6,7
E12000003,Yorkshire and The Humber,region,30/03/2023,332,20,7,13
E12000003,Yorkshire and The Humber,region,29/03/2023,382,21,8,10
E12000003,Yorkshire and The Humber,region,28/03/2023,415,18,5,4
E12000003,Yorkshire and The Humber,region,27/03/2023,402,11,5,8
E12000003,Yorkshire and The Humber,region,26/03/2023,320,16,5,4
E12000003,Yorkshire and The Humber,region,25/03/2023,306,14,12,40
E12000003,Yorkshire and The Humber,region,24/03/2023,416,13,6,15
E12000003,Yorkshire and The Humber,region,23/03/2023,408,12,19,26
E12000003,Yorkshire and The Humber,region,22/03/2023,468,19,8,19
E12000003,Yorkshire and The Humber,region,21/03/2023,512,21,12,18
E12000003,Yorkshire and The Humber,region,20/03/2023,498,12,16,18
E12000003,Yorkshire and The Humber,region,19/03/2023,396,11,8,11
E12000003,Yorkshire and The Humber,region,18/03/2023,286,13,14,45
E12000003,Yorkshire and The Humber,region,17/03/2023,424,20,15,26
E12000003,Yorkshire and The Humber,region,16/03/2023,448,13,11,23
E12000003,Yorkshire and The Humber,region,15/03/2023,453,16,11,19
E12000003,Yorkshire and The Humber,region,14/03/2023,552,9,13,10
E12000003,Yorkshire and The Humber,region,13/03/2023,507,11,6,4
E12000003,Yorkshire and The Humber,region,12/03/2023,452,21,10,17
E12000003,Yorkshire and The Humber,region,11/03/2023,328,10,19,39
E12000003,Yorkshire and The Humber,region,10/03/2023,356,12,5,9
E12000003,Yorkshire and The Humber,region,09/03/2023,402,12,14,19
E12000003,Yorkshire and The Humber,region,08/03/2023,538,10,10,12
E12000003,Yorkshire and The Humber,region,07/03/2023,511,13,10,10
E12000003,Yorkshire and The Humber,region,06/03/2023,507,17,14,16
E12000003,Yorkshire and The Humber,region,05/03/2023,322,21,3,12
E12000003,Yorkshire and The Humber,region,04/03/2023,241,7,36,47
E12000003,Yorkshire and The Humber,region,03/03/2023,386,13,12,23
E12000003,Yorkshire and The Humber,region,02/03/2023,357,18,13,17
E12000003,Yorkshire and The Humber,region,01/03/2023,433,12,90,21
E12000003,Yorkshire and The Humber,region,28/02/2023,465,16,85,19
E12000003,Yorkshire and The Humber,region,27/02/2023,486,10,10,6
E12000003,Yorkshire and The Humber,region,26/02/2023,321,8,10,13
E12000003,Yorkshire and The Humber,region,25/02/2023,262,9,27,61
E12000003,Yorkshire and The Humber,region,24/02/2023,388,15,16,25
E12000003,Yorkshire and The Humber,region,23/02/2023,384,7,25,33
E12000003,Yorkshire and The Humber,region,22/02/2023,371,9,13,26
E12000003,Yorkshire and The Humber,region,21/02/2023,475,11,7,12
E12000003,Yorkshire and The Humber,region,20/02/2023,482,12,4,12
E12000003,Yorkshire and The Humber,region,19/02/2023,375,11,2,2
E12000003,Yorkshire and The Humber,region,18/02/2023,291,9,29,68
E12000003,Yorkshire and The Humber,region,17/02/2023,404,10,15,46
E12000003,Yorkshire and The Humber,region,16/02/2023,446,5,30,28
E12000003,Yorkshire and The Humber,region,15/02/2023,340,9,20,49
E12000003,Yorkshire and The Humber,region,14/02/2023,430,15,10,16
E12000003,Yorkshire and The Humber,region,13/02/2023,459,6,11,21
E12000003,Yorkshire and The Humber,region,12/02/2023,258,13,22,30
E12000003,Yorkshire and The Humber,region,11/02/2023,207,17,48,101
E12000003,Yorkshire and The Humber,region,10/02/2023,265,15,31,35
E12000003,Yorkshire and The Humber,region,09/02/2023,309,9,32,26
E12000003,Yorkshire and The Humber,region,08/02/2023,338,12,28,38
E12000003,Yorkshire and The Humber,region,07/02/2023,326,8,8,37
E12000003,Yorkshire and The Humber,region,06/02/2023,393,9,17,36
E12000003,Yorkshire and The Humber,region,05/02/2023,246,11,19,19
E12000003,Yorkshire and The Humber,region,04/02/2023,210,5,43,73
E12000003,Yorkshire and The Humber,region,03/02/2023,278,11,14,31
E12000003,Yorkshire and The Humber,region,02/02/2023,323,5,27,45
E12000003,Yorkshire and The Humber,region,01/02/2023,293,17,10,33
E12000003,Yorkshire and The Humber,region,31/01/2023,389,11,21,37
E12000003,Yorkshire and The Humber,region,30/01/2023,358,11,17,32
E12000003,Yorkshire and The Humber,region,29/01/2023,219,6,25,34
E12000003,Yorkshire and The Humber,region,28/01/2023,161,8,64,101
E12000003,Yorkshire and The Humber,region,27/01/2023,260,13,20,30
E12000003,Yorkshire and The Humber,region,26/01/2023,281,6,64,48
E12000003,Yorkshire and The Humber,region,25/01/2023,282,14,32,35
E12000003,Yorkshire and The Humber,region,24/01/2023,306,13,34,37
E12000003,Yorkshire and The Humber,region,23/01/2023,290,9,14,28
E12000003,Yorkshire and The Humber,region,22/01/2023,197,12,19,41
E12000003,Yorkshire and The Humber,region,21/01/2023,176,14,72,129
E12000003,Yorkshire and The Humber,region,20/01/2023,185,14,39,31
E12000003,Yorkshire and The Humber,region,19/01/2023,220,16,37,47
E12000003,Yorkshire and The Humber,region,18/01/2023,214,13,27,26
E12000003,Yorkshire and The Humber,region,17/01/2023,251,7,30,34
E12000003,Yorkshire and The Humber,region,16/01/2023,271,13,20,38
E12000003,Yorkshire and The Humber,region,15/01/2023,161,12,42,61
E12000003,Yorkshire and The Humber,region,14/01/2023,124,13,60,147
E12000003,Yorkshire and The Humber,region,13/01/2023,194,17,56,76
E12000003,Yorkshire and The Humber,region,12/01/2023,220,12,35,63
E12000003,Yorkshire and The Humber,region,11/01/2023,242,16,28,64
E12000003,Yorkshire and The Humber,region,10/01/2023,355,12,30,46
E12000003,Yorkshire and The Humber,region,09/01/2023,305,14,12,22
E12000003,Yorkshire and The Humber,region,08/01/2023,270,10,31,68
E12000003,Yorkshire and The Humber,region,07/01/2023,310,14,64,119
E12000003,Yorkshire and The Humber,region,06/01/2023,351,15,31,39
E12000003,Yorkshire and The Humber,region,05/01/2023,440,13,37,52
E12000003,Yorkshire and The Humber,region,04/01/2023,460,20,34,47
E12000003,Yorkshire and The Humber,region,03/01/2023,595,16,32,32
E12000003,Yorkshire and The Humber,region,02/01/2023,412,5,1,1
E12000003,Yorkshire and The Humber,region,01/01/2023,296,17,4,1
E12000003,Yorkshire and The Humber,region,31/12/2022,358,18,42,48
E12000003,Yorkshire and The Humber,region,30/12/2022,465,14,33,54
E12000003,Yorkshire and The Humber,region,29/12/2022,550,5,37,45
E12000003,Yorkshire and The Humber,region,28/12/2022,699,13,53,65
E12000003,Yorkshire and The Humber,region,27/12/2022,491,8,0,3
E12000003,Yorkshire and The Humber,region,26/12/2022,364,11,0,3
E12000003,Yorkshire and The Humber,region,25/12/2022,295,12,0,1
E12000003,Yorkshire and The Humber,region,24/12/2022,285,12,9,7
E12000003,Yorkshire and The Humber,region,23/12/2022,374,14,30,43
E12000003,Yorkshire and The Humber,region,22/12/2022,469,12,41,37
E12000003,Yorkshire and The Humber,region,21/12/2022,504,8,31,39
E12000003,Yorkshire and The Humber,region,20/12/2022,619,21,28,38
E12000003,Yorkshire and The Humber,region,19/12/2022,629,11,24,41
E12000003,Yorkshire and The Humber,region,18/12/2022,403,11,27,51
E12000003,Yorkshire and The Humber,region,17/12/2022,333,8,45,88
E12000003,Yorkshire and The Humber,region,16/12/2022,389,12,41,54
E12000003,Yorkshire and The Humber,region,15/12/2022,354,10,58,60
E12000003,Yorkshire and The Humber,region,14/12/2022,508,4,28,63
E12000003,Yorkshire and The Humber,region,13/12/2022,507,6,37,37
E12000003,Yorkshire and The Humber,region,12/12/2022,492,7,25,38
E12000003,Yorkshire and The Humber,region,11/12/2022,289,12,28,60
E12000003,Yorkshire and The Humber,region,10/12/2022,247,7,52,93
E12000003,Yorkshire and The Humber,region,09/12/2022,292,9,36,53
E12000003,Yorkshire and The Humber,region,08/12/2022,320,9,52,44
E12000003,Yorkshire and The Humber,region,07/12/2022,392,5,45,52
E12000003,Yorkshire and The Humber,region,06/12/2022,361,8,30,32
E12000003,Yorkshire and The Humber,region,05/12/2022,400,5,30,35
E12000003,Yorkshire and The Humber,region,04/12/2022,254,7,19,27
E12000003,Yorkshire and The Humber,region,03/12/2022,194,6,53,128
E12000003,Yorkshire and The Humber,region,02/12/2022,257,6,34,47
E12000003,Yorkshire and The Humber,region,01/12/2022,277,6,34,33
E12000003,Yorkshire and The Humber,region,30/11/2022,295,3,49,47
E12000003,Yorkshire and The Humber,region,29/11/2022,303,5,38,48
E12000003,Yorkshire and The Humber,region,28/11/2022,407,5,47,50
E12000003,Yorkshire and The Humber,region,27/11/2022,286,5,25,65
E12000003,Yorkshire and The Humber,region,26/11/2022,199,4,98,179
E12000003,Yorkshire and The Humber,region,25/11/2022,232,6,50,47
E12000003,Yorkshire and The Humber,region,24/11/2022,253,6,64,63
E12000003,Yorkshire and The Humber,region,23/11/2022,294,10,75,62
E12000003,Yorkshire and The Humber,region,22/11/2022,299,2,48,57
E12000003,Yorkshire and The Humber,region,21/11/2022,314,10,31,49
E12000003,Yorkshire and The Humber,region,20/11/2022,217,5,30,85
E12000003,Yorkshire and The Humber,region,19/11/2022,211,6,100,213
E12000003,Yorkshire and The Humber,region,18/11/2022,207,8,58,70
E12000003,Yorkshire and The Humber,region,17/11/2022,250,9,93,116
E12000003,Yorkshire and The Humber,region,16/11/2022,262,8,84,66
E12000003,Yorkshire and The Humber,region,15/11/2022,284,7,52,68
E12000003,Yorkshire and The Humber,region,14/11/2022,371,6,54,58
E12000003,Yorkshire and The Humber,region,13/11/2022,218,12,53,73
E12000003,Yorkshire and The Humber,region,12/11/2022,187,8,124,228
E12000003,Yorkshire and The Humber,region,11/11/2022,210,12,80,71
E12000003,Yorkshire and The Humber,region,10/11/2022,288,10,78,73
E12000003,Yorkshire and The Humber,region,09/11/2022,303,9,69,67
E12000003,Yorkshire and The Humber,region,08/11/2022,300,10,69,54
E12000003,Yorkshire and The Humber,region,07/11/2022,353,11,55,54
E12000003,Yorkshire and The Humber,region,06/11/2022,242,9,55,86
E12000003,Yorkshire and The Humber,region,05/11/2022,193,7,155,278
E12000003,Yorkshire and The Humber,region,04/11/2022,253,7,110,62
E12000003,Yorkshire and The Humber,region,03/11/2022,308,16,92,72
E12000003,Yorkshire and The Humber,region,02/11/2022,329,7,67,81
E12000003,Yorkshire and The Humber,region,01/11/2022,404,10,82,64
E12000003,Yorkshire and The Humber,region,31/10/2022,428,18,47,46
E12000003,Yorkshire and The Humber,region,30/10/2022,316,11,60,109
E12000003,Yorkshire and The Humber,region,29/10/2022,282,12,151,268
E12000003,Yorkshire and The Humber,region,28/10/2022,312,12,86,149
E12000003,Yorkshire and The Humber,region,27/10/2022,408,13,115,125
E12000003,Yorkshire and The Humber,region,26/10/2022,449,21,112,164
E12000003,Yorkshire and The Humber,region,25/10/2022,488,12,89,109
E12000003,Yorkshire and The Humber,region,24/10/2022,631,17,75,63
E12000003,Yorkshire and The Humber,region,23/10/2022,457,15,57,117
E12000003,Yorkshire and The Humber,region,22/10/2022,440,23,156,273
E12000003,Yorkshire and The Humber,region,21/10/2022,538,11,106,95
E12000003,Yorkshire and The Humber,region,20/10/2022,566,15,74,89
E12000003,Yorkshire and The Humber,region,19/10/2022,651,16,125,113
E12000003,Yorkshire and The Humber,region,18/10/2022,791,13,83,79
E12000003,Yorkshire and The Humber,region,17/10/2022,917,14,67,77
E12000003,Yorkshire and The Humber,region,16/10/2022,655,21,69,142
E12000003,Yorkshire and The Humber,region,15/10/2022,510,14,162,307
E12000003,Yorkshire and The Humber,region,14/10/2022,720,12,99,107
E12000003,Yorkshire and The Humber,region,13/10/2022,720,13,83,107
E12000003,Yorkshire and The Humber,region,12/10/2022,798,14,84,112
E12000003,Yorkshire and The Humber,region,11/10/2022,865,14,69,122
E12000003,Yorkshire and The Humber,region,10/10/2022,985,14,86,96
E12000003,Yorkshire and The Humber,region,09/10/2022,770,16,51,118
E12000003,Yorkshire and The Humber,region,08/10/2022,716,14,216,406
E12000003,Yorkshire and The Humber,region,07/10/2022,883,19,99,112
E12000003,Yorkshire and The Humber,region,06/10/2022,909,18,98,91
E12000003,Yorkshire and The Humber,region,05/10/2022,937,13,76,135
E12000003,Yorkshire and The Humber,region,04/10/2022,1080,14,68,129
E12000003,Yorkshire and The Humber,region,03/10/2022,1161,12,50,95
E12000003,Yorkshire and The Humber,region,02/10/2022,886,14,56,113
E12000003,Yorkshire and The Humber,region,01/10/2022,659,15,118,298
E12000003,Yorkshire and The Humber,region,30/09/2022,790,8,65,82
E12000003,Yorkshire and The Humber,region,29/09/2022,756,16,97,111
E12000003,Yorkshire and The Humber,region,28/09/2022,775,9,56,141
E12000003,Yorkshire and The Humber,region,27/09/2022,770,11,66,96
E12000003,Yorkshire and The Humber,region,26/09/2022,888,13,45,157
E12000003,Yorkshire and The Humber,region,25/09/2022,683,5,55,175
E12000003,Yorkshire and The Humber,region,24/09/2022,539,7,157,326
E12000003,Yorkshire and The Humber,region,23/09/2022,599,10,57,255
E12000003,Yorkshire and The Humber,region,22/09/2022,601,7,47,97
E12000003,Yorkshire and The Humber,region,21/09/2022,755,5,56,101
E12000003,Yorkshire and The Humber,region,20/09/2022,780,7,47,133
E12000003,Yorkshire and The Humber,region,19/09/2022,578,8,12,17
E12000003,Yorkshire and The Humber,region,18/09/2022,380,6,47,133
E12000003,Yorkshire and The Humber,region,17/09/2022,304,6,131,366
E12000003,Yorkshire and The Humber,region,16/09/2022,332,4,70,153
E12000003,Yorkshire and The Humber,region,15/09/2022,419,6,50,147
E12000003,Yorkshire and The Humber,region,14/09/2022,421,5,81,167
E12000003,Yorkshire and The Humber,region,13/09/2022,389,11,56,113
E12000003,Yorkshire and The Humber,region,12/09/2022,433,8,76,165
E12000003,Yorkshire and The Humber,region,11/09/2022,359,7,29,71
E12000003,Yorkshire and The Humber,region,10/09/2022,271,6,91,168
E12000003,Yorkshire and The Humber,region,09/09/2022,299,8,36,100
E12000003,Yorkshire and The Humber,region,08/09/2022,344,6,35,103
E12000003,Yorkshire and The Humber,region,07/09/2022,386,10,41,105
E12000003,Yorkshire and The Humber,region,06/09/2022,422,6,54,112
E12000003,Yorkshire and The Humber,region,05/09/2022,474,10,44,132
E12000003,Yorkshire and The Humber,region,04/09/2022,352,11,24,88
E12000003,Yorkshire and The Humber,region,03/09/2022,299,7,70,214
E12000003,Yorkshire and The Humber,region,02/09/2022,344,4,63,178
E12000003,Yorkshire and The Humber,region,01/09/2022,362,4,60,166
E12000003,Yorkshire and The Humber,region,31/08/2022,403,11,74,273
E12000003,Yorkshire and The Humber,region,30/08/2022,463,4,87,252
E12000003,Yorkshire and The Humber,region,29/08/2022,395,6,16,50
E12000003,Yorkshire and The Humber,region,28/08/2022,265,4,33,118
E12000003,Yorkshire and The Humber,region,27/08/2022,232,8,106,310
E12000003,Yorkshire and The Humber,region,26/08/2022,269,6,77,199
E12000003,Yorkshire and The Humber,region,25/08/2022,354,6,71,290
E12000003,Yorkshire and The Humber,region,24/08/2022,401,8,89,317
E12000003,Yorkshire and The Humber,region,23/08/2022,339,9,93,234
E12000003,Yorkshire and The Humber,region,22/08/2022,434,7,77,388
E12000003,Yorkshire and The Humber,region,21/08/2022,326,9,41,136
E12000003,Yorkshire and The Humber,region,20/08/2022,266,9,97,427
